Fri Dec 23 05:51:37 UTC 2022 Starting master on server3
core file size          (blocks, -c) unlimited
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: se/hbase-2.2.2/lib/okhttp-2.4.0.jar:/hbase/hbase-2.2.2/lib/okio-1.4.0.jar:/hbase/hbase-2.2.2/lib/osgi-resource-locator-1.0.1.jar:/hbase/hbase-2.2.2/lib/paranamer-2.3.jar:/hbase/hbase-2.2.2/lib/protobuf-java-2.5.0.jar:/hbase/hbase-2.2.2/lib/snappy-java-1.0.5.jar:/hbase/hbase-2.2.2/lib/spymemcached-2.12.2.jar:/hbase/hbase-2.2.2/lib/validation-api-1.1.0.Final.jar:/hbase/hbase-2.2.2/lib/xmlenc-0.52.jar:/hbase/hbase-2.2.2/lib/xz-1.0.jar:/hbase/hbase-2.2.2/lib/zookeeper-3.4.10.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/audience-annotations-0.5.0.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/commons-logging-1.2.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/findbugs-annotations-1.3.9-1.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/htrace-core4-4.2.0-incubating.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/log4j-1.2.17.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/slf4j-api-1.7.25.jar:/hbase/hbase-2.2.2/lib/client-facing-thirdparty/slf4j-log4j12-1.7.25.jar
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:os.name=Linux
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:os.arch=amd64
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:os.version=5.15.0-46-generic
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:user.name=root
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:user.home=/root
2022-12-23 05:51:39,374 INFO  [main] zookeeper.ZooKeeper: Client environment:user.dir=/hbase/hbase-2.2.2
2022-12-23 05:51:39,375 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.PendingWatcher@22bd2039
2022-12-23 05:51:39,384 INFO  [main-SendThread(10.2.0.6:2181)] zookeeper.ClientCnxn: Opening socket connection to server 10.2.0.6/10.2.0.6:2181. Will not attempt to authenticate using SASL (unknown error)
2022-12-23 05:51:39,387 INFO  [main-SendThread(10.2.0.6:2181)] zookeeper.ClientCnxn: Socket connection established to 10.2.0.6/10.2.0.6:2181, initiating session
2022-12-23 05:51:39,402 INFO  [main-SendThread(10.2.0.6:2181)] zookeeper.ClientCnxn: Session establishment complete on server 10.2.0.6/10.2.0.6:2181, sessionid = 0x20000df37750000, negotiated timeout = 40000
2022-12-23 05:51:39,486 INFO  [main] util.log: Logging initialized @1717ms
2022-12-23 05:51:39,536 INFO  [main] http.HttpRequestLog: Http request log for http.requests.master is not defined
2022-12-23 05:51:39,545 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.hbase.http.HttpServer$QuotingInputFilter)
2022-12-23 05:51:39,546 INFO  [main] http.HttpServer: Added global filter 'clickjackingprevention' (class=org.apache.hadoop.hbase.http.ClickjackingPreventionFilter)
2022-12-23 05:51:39,547 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context master
2022-12-23 05:51:39,547 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
2022-12-23 05:51:39,547 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.hbase.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2022-12-23 05:51:39,551 INFO  [main] http.HttpServer: ASYNC_PROFILER_HOME environment variable and async.profiler.home system property not specified. Disabling /prof endpoint.
2022-12-23 05:51:39,564 INFO  [main] http.HttpServer: Jetty bound to port 16010
2022-12-23 05:51:39,565 INFO  [main] server.Server: jetty-9.3.27.v20190418, build timestamp: 2019-04-18T18:11:38Z, git hash: d3e249f86955d04bc646bb620905b7c1bc596a8d
2022-12-23 05:51:39,587 INFO  [main] handler.ContextHandler: Started o.e.j.s.ServletContextHandler@14ac77b9{/logs,file:///hbase/hbase-2.2.2/logs/,AVAILABLE}
2022-12-23 05:51:39,588 INFO  [main] handler.ContextHandler: Started o.e.j.s.ServletContextHandler@563a89b5{/static,file:///hbase/hbase-2.2.2/hbase-webapps/static/,AVAILABLE}
2022-12-23 05:51:39,643 INFO  [main] webapp.StandardDescriptorProcessor: NO JSP Support for /, did not find org.eclipse.jetty.jsp.JettyJspServlet
2022-12-23 05:51:39,659 INFO  [main] handler.ContextHandler: Started o.e.j.w.WebAppContext@5b275174{/,file:///hbase/hbase-2.2.2/hbase-webapps/master/,AVAILABLE}{file:/hbase/hbase-2.2.2/hbase-webapps/master}
2022-12-23 05:51:39,662 INFO  [main] server.AbstractConnector: Started ServerConnector@4e93dcb9{HTTP/1.1,[http/1.1]}{0.0.0.0:16010}
2022-12-23 05:51:39,662 INFO  [main] server.Server: Started @1893ms
2022-12-23 05:51:39,664 INFO  [main] master.HMaster: hbase.rootdir=hdfs://mycluster/hbase, hbase.cluster.distributed=true
2022-12-23 05:51:39,680 INFO  [master/server3:16000:becomeActiveMaster] master.HMaster: Adding backup master ZNode /hbase/backup-masters/server3,16000,1671774698159
2022-12-23 05:51:39,780 INFO  [master/server3:16000:becomeActiveMaster] master.ActiveMasterManager: Another master is the active master, server2,16000,1671774698160; waiting to become the next active master
2022-12-23 05:51:41,103 INFO  [master/server3:16000] regionserver.HRegionServer: ClusterId : 752e1435-a688-4a0d-93d4-f54e33d2e0ea
2022-12-23 05:51:51,611 INFO  [master/server3:16000:becomeActiveMaster] master.ActiveMasterManager: Deleting ZNode for /hbase/backup-masters/server3,16000,1671774698159 from backup master directory
2022-12-23 05:51:51,616 INFO  [master/server3:16000:becomeActiveMaster] master.ActiveMasterManager: Registered as active master=server3,16000,1671774698159
2022-12-23 05:51:51,735 INFO  [master/server3:16000:becomeActiveMaster] fs.HFileSystem: Added intercepting call to namenode#getBlockLocations so can do block reordering using class org.apache.hadoop.hbase.fs.HFileSystem$ReorderWALBlocks
2022-12-23 05:51:51,743 INFO  [master/server3:16000:becomeActiveMaster] coordination.SplitLogManagerCoordination: Found 0 orphan tasks and 0 rescan nodes
2022-12-23 05:51:51,790 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x631b1e42] zookeeper.ZooKeeper: Initiating client connection, connectString=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$57/1435625208@1093622e
2022-12-23 05:51:51,790 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x631b1e42-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Opening socket connection to server 10.2.0.13/10.2.0.13:2181. Will not attempt to authenticate using SASL (unknown error)
2022-12-23 05:51:51,790 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x631b1e42-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Socket connection established to 10.2.0.13/10.2.0.13:2181, initiating session
2022-12-23 05:51:51,794 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x631b1e42-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Session establishment complete on server 10.2.0.13/10.2.0.13:2181, sessionid = 0x30000df37850002, negotiated timeout = 40000
2022-12-23 05:51:51,814 INFO  [master/server3:16000:becomeActiveMaster] procedure2.ProcedureExecutor: Starting 16 core workers (bigger of cpus/4 or 16) with max (burst) worker count=160
2022-12-23 05:51:51,816 INFO  [master/server3:16000:becomeActiveMaster] util.FSHDFSUtils: Recover lease on dfs file hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log
2022-12-23 05:51:51,820 INFO  [master/server3:16000:becomeActiveMaster] util.FSHDFSUtils: Recovered lease, attempt=0 on file=hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log after 4ms
2022-12-23 05:51:51,825 WARN  [master/server3:16000:becomeActiveMaster] wal.WALProcedureStore: Unable to read tracker for hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log
org.apache.hadoop.hbase.procedure2.store.wal.ProcedureWALFormat$InvalidWALDataException: Invalid Trailer version. got 116 expected 1
	at org.apache.hadoop.hbase.procedure2.store.wal.ProcedureWALFormat.readTrailer(ProcedureWALFormat.java:186)
	at org.apache.hadoop.hbase.procedure2.store.wal.ProcedureWALFile.readTrailer(ProcedureWALFile.java:91)
	at org.apache.hadoop.hbase.procedure2.store.wal.ProcedureWALFile.readTracker(ProcedureWALFile.java:98)
	at org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.initOldLog(WALProcedureStore.java:1390)
	at org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.initOldLogs(WALProcedureStore.java:1339)
	at org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.recoverLease(WALProcedureStore.java:417)
	at org.apache.hadoop.hbase.procedure2.ProcedureExecutor.init(ProcedureExecutor.java:576)
	at org.apache.hadoop.hbase.master.HMaster.createProcedureExecutor(HMaster.java:1528)
	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:938)
	at org.apache.hadoop.hbase.master.HMaster.startActiveMasterManager(HMaster.java:2112)
	at org.apache.hadoop.hbase.master.HMaster.lambda$run$0(HMaster.java:580)
	at java.lang.Thread.run(Thread.java:748)
2022-12-23 05:51:51,832 INFO  [master/server3:16000:becomeActiveMaster] wal.WALProcedureStore: Rolled new Procedure Store WAL, id=2
2022-12-23 05:51:51,833 INFO  [master/server3:16000:becomeActiveMaster] procedure2.ProcedureExecutor: Recovered WALProcedureStore lease in 18msec
2022-12-23 05:51:51,836 INFO  [master/server3:16000:becomeActiveMaster] wal.ProcedureWALFormatReader: Rebuilding tracker for hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log
2022-12-23 05:51:51,845 WARN  [master/server3:16000:becomeActiveMaster] wal.ProcedureWALFormatReader: Nothing left to decode. Exiting with missing EOF, log=hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log
2022-12-23 05:51:51,845 INFO  [master/server3:16000:becomeActiveMaster] wal.ProcedureWALFormatReader: Read 62 entries in hdfs://mycluster/hbase/MasterProcWALs/pv2-00000000000000000001.log
2022-12-23 05:51:51,863 INFO  [master/server3:16000:becomeActiveMaster] procedure2.ProcedureExecutor: Loaded WALProcedureStore in 29msec
2022-12-23 05:51:51,863 INFO  [master/server3:16000:becomeActiveMaster] procedure2.RemoteProcedureDispatcher: Instantiated, coreThreads=128 (allowCoreThreadTimeOut=true), queueMaxSize=32, operationDelay=150
2022-12-23 05:51:51,882 INFO  [master/server3:16000:becomeActiveMaster] master.RegionServerTracker: Starting RegionServerTracker; 0 have existing ServerCrashProcedures, 3 possibly 'live' servers, and 0 'splitting'.
2022-12-23 05:51:51,887 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Registering regionserver=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:51,888 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Registering regionserver=server2,16020,1671774699295
2022-12-23 05:51:51,888 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Registering regionserver=redit_sample-hbase_server1_1671774662.redit_sample-hbase_1671774661,16020,1671774699293
2022-12-23 05:51:51,903 INFO  [master/server3:16000:becomeActiveMaster] balancer.BaseLoadBalancer: slop=0.001, systemTablesOnMaster=false
2022-12-23 05:51:51,906 INFO  [master/server3:16000:becomeActiveMaster] balancer.StochasticLoadBalancer: Loaded config; maxSteps=1000000, stepsPerRegion=800, maxRunningTime=30000, isByTable=false, etc.
2022-12-23 05:51:51,915 INFO  [master/server3:16000:becomeActiveMaster] master.HMaster: Active/primary master=server3,16000,1671774698159, sessionid=0x20000df37750000, setting cluster-up flag (Was=true)
2022-12-23 05:51:51,933 WARN  [master/server3:16000:becomeActiveMaster] snapshot.SnapshotManager: Couldn't delete working snapshot directory: hdfs://mycluster/hbase/.hbase-snapshot/.tmp
2022-12-23 05:51:51,954 INFO  [master/server3:16000:becomeActiveMaster] master.HMaster: hbase:meta {1588230740 state=OPEN, ts=1671774711878, server=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246}
2022-12-23 05:51:51,960 INFO  [master/server3:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.procedure2.CompletedProcedureCleaner; timeout=30000, timestamp=1671774741960
2022-12-23 05:51:51,961 INFO  [master/server3:16000:becomeActiveMaster] cleaner.DirScanPool: Cleaner pool size is 5
2022-12-23 05:51:51,962 INFO  [master/server3:16000:becomeActiveMaster] zookeeper.RecoverableZooKeeper: Process identifier=replicationLogCleaner connecting to ZooKeeper ensemble=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181
2022-12-23 05:51:51,962 INFO  [master/server3:16000:becomeActiveMaster] zookeeper.ZooKeeper: Initiating client connection, connectString=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.PendingWatcher@2af77c7e
2022-12-23 05:51:51,963 INFO  [master/server3:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Opening socket connection to server 10.2.0.13/10.2.0.13:2181. Will not attempt to authenticate using SASL (unknown error)
2022-12-23 05:51:51,963 INFO  [master/server3:16000:becomeActiveMaster] cleaner.LogCleaner: Creating 2 OldWALs cleaner threads
2022-12-23 05:51:51,963 INFO  [master/server3:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Socket connection established to 10.2.0.13/10.2.0.13:2181, initiating session
2022-12-23 05:51:51,967 INFO  [master/server3:16000:becomeActiveMaster] master.HMaster: Master startup: status=Wait for region servers to report in, state=RUNNING, startTime=1671774699745, completionTime=-1
2022-12-23 05:51:51,967 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=0ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=0ms
2022-12-23 05:51:51,967 INFO  [master/server3:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Session establishment complete on server 10.2.0.13/10.2.0.13:2181, sessionid = 0x30000df37850003, negotiated timeout = 40000
2022-12-23 05:51:53,472 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=1505ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-1505ms
2022-12-23 05:51:54,977 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=3010ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-3010ms
2022-12-23 05:51:56,481 INFO  [master/server3:16000:becomeActiveMaster] master.ServerManager: Finished waiting on RegionServer count=3; waited=4514ms, expected min=1 server(s), max=NO_LIMIT server(s), master is running
2022-12-23 05:51:56,571 INFO  [master/server3:16000:becomeActiveMaster] assignment.RegionStateStore: Load hbase:meta entry region=ad9e103d55288b783393876359969ae2, regionState=OPEN, lastHost=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246, regionLocation=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246, openSeqNum=2
2022-12-23 05:51:56,571 INFO  [master/server3:16000:becomeActiveMaster] assignment.AssignmentManager: Number of RegionServers=3
2022-12-23 05:51:56,571 INFO  [master/server3:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.master.assignment.AssignmentManager$RegionInTransitionChore; timeout=60000, timestamp=1671774776571
2022-12-23 05:51:56,571 INFO  [master/server3:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.master.assignment.AssignmentManager$DeadServerMetricRegionChore; timeout=120000, timestamp=1671774836571
2022-12-23 05:51:56,572 INFO  [master/server3:16000:becomeActiveMaster] assignment.AssignmentManager: Joined the cluster in 90msec
2022-12-23 05:51:56,652 INFO  [master/server3:16000:becomeActiveMaster] master.HMaster: Master has completed initialization 5.036sec
2022-12-23 05:51:56,654 INFO  [master/server3:16000:becomeActiveMaster] quotas.MasterQuotaManager: Quota support disabled
